"features" "mean" "stdev"
"34" "tBodyAcc-arCoeff()-Z,1" 0.00611033964754394 0.281721843867417
"35" "tBodyAcc-arCoeff()-Z,2" 0.0377291540841395 0.215456028850331
"36" "tBodyAcc-arCoeff()-Z,3" 0.034423733821314 0.236854255066669
"37" "tBodyAcc-arCoeff()-Z,4" -0.0826692044542652 0.230957461626828
"38" "tBodyAcc-correlation()-X,Y" -0.120308569497857 0.357676934489248
"39" "tBodyAcc-correlation()-X,Z" -0.19774621582879 0.325103253809755
"40" "tBodyAcc-correlation()-Y,Z" 0.102198864072034 0.376048745505092
"41" "tGravityAcc-mean()-X" 0.669226222373046 0.515485780308741
"42" "tGravityAcc-mean()-Y" 0.00403879092060517 0.378909215421356
"43" "tGravityAcc-mean()-Z" 0.0921508600211059 0.334270168704641
"44" "tGravityAcc-std()-X" -0.965207115039421 0.0777147960480108
"45" "tGravityAcc-std()-Y" -0.95440802665318 0.0852866205384834
"46" "tGravityAcc-std()-Z" -0.938900969424022 0.101554847657515
"47" "tGravityAcc-mad()-X" -0.966017547593359 0.0761984074973394
"48" "tGravityAcc-mad()-Y" -0.955361184463938 0.0842337759905093
"49" "tGravityAcc-mad()-Z" -0.940206277312749 0.100521377576158
"50" "tGravityAcc-max()-X" 0.609058202575891 0.509003275335256
"51" "tGravityAcc-max()-Y" -0.0103216842233446 0.366683488644674
"52" "tGravityAcc-max()-Z" 0.0967393305199664 0.329611069144372
"53" "tGravityAcc-min()-X" 0.683762046463103 0.507051553876899
"54" "tGravityAcc-min()-Y" 0.0166078634418512 0.376404366728383
"55" "tGravityAcc-min()-Z" 0.0793492718974707 0.336731410192899
"56" "tGravityAcc-sma()" -0.0985870819600584 0.39194457685093
"57" "tGravityAcc-energy()-X" 0.446206727733547 0.696454611374246
"58" "tGravityAcc-energy()-Y" -0.721469908539694 0.454408668282572
"59" "tGravityAcc-energy()-Z" -0.763609232749742 0.424081696116968
"60" "tGravityAcc-iqr()-X" -0.968239871201476 0.0717859944176486
"61" "tGravityAcc-iqr()-Y" -0.958592816013108 0.0806892568819021
"62" "tGravityAcc-iqr()-Z" -0.944775940840858 0.0960495894031246
"63" "tGravityAcc-entropy()-X" -0.674768951348029 0.361048291089865
"64" "tGravityAcc-entropy()-Y" -0.866704392505228 0.281431008934707
"65" "tGravityAcc-entropy()-Z" -0.669100243301527 0.393154812472846
"66" "tGravityAcc-arCoeff()-X,1" -0.504401651936594 0.216469557472953
"67" "tGravityAcc-arCoeff()-X,2" 0.542886549905516 0.20979116415504
"68" "tGravityAcc-arCoeff()-X,3" -0.580674458607939 0.207895539861647
"69" "tGravityAcc-arCoeff()-X,4" 0.617818193775729 0.210734591739111
"70" "tGravityAcc-arCoeff()-Y,1" -0.343618301448707 0.293287453345593
"71" "tGravityAcc-arCoeff()-Y,2" 0.330183502639498 0.299026168408569
"72" "tGravityAcc-arCoeff()-Y,3" -0.360744984572308 0.291191538146509
"73" "tGravityAcc-arCoeff()-Y,4" 0.408875435293201 0.282566749250549
"74" "tGravityAcc-arCoeff()-Z,1" -0.428082912307475 0.268260437215381
"75" "tGravityAcc-arCoeff()-Z,2" 0.453367251514286 0.259414267706556
"76" "tGravityAcc-arCoeff()-Z,3" -0.478049652346497 0.25337848973178
"77" "tGravityAcc-arCoeff()-Z,4" 0.499489809797114 0.249913454913049
"78" "tGravityAcc-correlation()-X,Y" 0.17568274446598 0.696326676277864
"79" "tGravityAcc-correlation()-X,Z" -0.108287775463795 0.703940669950718
"80" "tGravityAcc-correlation()-Y,Z" 0.0848488415988038 0.701159247972398
"81" "tBodyAccJerk-mean()-X" 0.0789381220355816 0.176112457141583
"82" "tBodyAccJerk-mean()-Y" 0.0079481069090025 0.164518387624882
"83" "tBodyAccJerk-mean()-Z" -0.00467469823628666 0.155978985687957
"84" "tBodyAccJerk-std()-X" -0.63978102073413 0.408711816447501
"85" "tBodyAccJerk-std()-Y" -0.607971599340832 0.43288446111401
"86" "tBodyAccJerk-std()-Z" -0.762820240449202 0.277901388841564
"87" "tBodyAccJerk-mad()-X" -0.636851832334041 0.413603899753198
"88" "tBodyAccJerk-mad()-Y" -0.594046436674004 0.446134739812249
"89" "tBodyAccJerk-mad()-Z" -0.756511705504896 0.283632230305184
"90" "tBodyAccJerk-max()-X" -0.699625727365398 0.359868403041266
"91" "tBodyAccJerk-max()-Y" -0.747833595469583 0.293669344905603
"92" "tBodyAccJerk-max()-Z" -0.818722317836936 0.223993152704084
"93" "tBodyAccJerk-min()-X" 0.616034393890846 0.435520561878772
"94" "tBodyAccJerk-min()-Y" 0.684870159457075 0.359038828916912
"95" "tBodyAccJerk-min()-Z" 0.739588241708783 0.306461594197294
"96" "tBodyAccJerk-sma()" -0.64699127583794 0.39270939928907
"97" "tBodyAccJerk-energy()-X" -0.850337515970628 0.214780937496912
"98" "tBodyAccJerk-energy()-Y" -0.827254361855015 0.243041127800684
"99" "tBodyAccJerk-energy()-Z" -0.930710203190173 0.117932196316046
"100" "tBodyAccJerk-iqr()-X" -0.627489707225369 0.429626690012962
"101" "tBodyAccJerk-iqr()-Y" -0.659832855678513 0.375057069629955
"102" "tBodyAccJerk-iqr()-Z" -0.770833756877427 0.266293778738553
"103" "tBodyAccJerk-entropy()-X" -0.0826069359182658 0.652665466225972
"104" "tBodyAccJerk-entropy()-Y" -0.0878825241379454 0.632120056752987
"105" "tBodyAccJerk-entropy()-Z" -0.127330544548232 0.607460459802421
"106" "tBodyAccJerk-arCoeff()-X,1" -0.108572863267843 0.303579770359896
"107" "tBodyAccJerk-arCoeff()-X,2" 0.169659030981525 0.192419625461438
"108" "tBodyAccJerk-arCoeff()-X,3" 0.0676044397361048 0.24145294045136
"109" "tBodyAccJerk-arCoeff()-X,4" 0.126467828047418 0.195963055005121
"110" "tBodyAccJerk-arCoeff()-Y,1" -0.0727178062014458 0.268178318108628
"111" "tBodyAccJerk-arCoeff()-Y,2" 0.0686944741749914 0.217858174917094
"112" "tBodyAccJerk-arCoeff()-Y,3" 0.174527859893127 0.237786650731578
"113" "tBodyAccJerk-arCoeff()-Y,4" 0.3143158162243 0.20253905841849
"114" "tBodyAccJerk-arCoeff()-Z,1" -0.0326917241350285 0.27177459517809
"115" "tBodyAccJerk-arCoeff()-Z,2" 0.0886842849822925 0.196581769342212
"116" "tBodyAccJerk-arCoeff()-Z,3" -0.00103868688344055 0.224184075440338
"117" "tBodyAccJerk-arCoeff()-Z,4" 0.138471148717396 0.239589441773602
"118" "tBodyAccJerk-correlation()-X,Y" -0.138122992805529 0.257668984379244
"119" "tBodyAccJerk-correlation()-X,Z" 0.00302530439893155 0.293081146512313
"120" "tBodyAccJerk-correlation()-Y,Z" 0.0803171281290155 0.277203281793459
"121" "tBodyGyro-mean()-X" -0.0309824871713436 0.183186086288647
"122" "tBodyGyro-mean()-Y" -0.0747194855994359 0.134317132299449
"123" "tBodyGyro-mean()-Z" 0.088357304227173 0.134875256324883
"124" "tBodyGyro-std()-X" -0.721192598029789 0.301027072676107
"125" "tBodyGyro-std()-Y" -0.682653506899942 0.356884535690522
"126" "tBodyGyro-std()-Z" -0.653665674372188 0.372606080407907
"127" "tBodyGyro-mad()-X" -0.726484836848539 0.297645033607044
"128" "tBodyGyro-mad()-Y" -0.694534110096304 0.344406999597297
"129" "tBodyGyro-mad()-Z" -0.667209748107764 0.361793462833175
"130" "tBodyGyro-max()-X" -0.64548527449658 0.276429784460986
"131" "tBodyGyro-max()-Y" -0.737977312189729 0.266151472447876
"132" "tBodyGyro-max()-Z" -0.484188693115124 0.303126283256269
"133" "tBodyGyro-min()-X" 0.632263659095572 0.251194972497014
"134" "tBodyGyro-min()-Y" 0.734258066662152 0.211607523342656
"135" "tBodyGyro-min()-Z" 0.559247778213168 0.307942562626276
"136" "tBodyGyro-sma()" -0.602748673125558 0.402105789442166
"137" "tBodyGyro-energy()-X" -0.901636957062326 0.142692686110331
"138" "tBodyGyro-energy()-Y" -0.884235450188455 0.190265776004035
"139" "tBodyGyro-energy()-Z" -0.872984368242422 0.190199566846059
"140" "tBodyGyro-iqr()-X" -0.729225040963895 0.30220092536194
"141" "tBodyGyro-iqr()-Y" -0.717202660698654 0.325276016579143
"142" "tBodyGyro-iqr()-Z" -0.720239479300788 0.316308804415312
"143" "tBodyGyro-entropy()-X" -0.144916600805163 0.454511781080564
"144" "tBodyGyro-entropy()-Y" -0.0992485937860931 0.370511763604176
"145" "tBodyGyro-entropy()-Z" -0.0632542895391766 0.456048674677578
"146" "tBodyGyro-arCoeff()-X,1" -0.222861867348975 0.276496091050377
"147" "tBodyGyro-arCoeff()-X,2" 0.147739198267393 0.227004030736351
"148" "tBodyGyro-arCoeff()-X,3" 0.128497150520195 0.229329741439315
"149" "tBodyGyro-arCoeff()-X,4" -0.0803058186736978 0.240801877363241
"150" "tBodyGyro-arCoeff()-Y,1" -0.204786157644309 0.208650205855494
"151" "tBodyGyro-arCoeff()-Y,2" 0.169678404244605 0.191658715040967
"152" "tBodyGyro-arCoeff()-Y,3" -0.0424613426990677 0.228433080110184
"153" "tBodyGyro-arCoeff()-Y,4" 0.141698297542868 0.217287608124045
"154" "tBodyGyro-arCoeff()-Z,1" -0.085098503172116 0.312805142470109
"155" "tBodyGyro-arCoeff()-Z,2" 0.0667301860927464 0.282266820145649
"156" "tBodyGyro-arCoeff()-Z,3" -0.00792375249314584 0.267674531495816
"157" "tBodyGyro-arCoeff()-Z,4" 0.146419131220679 0.258314094052369
"158" "tBodyGyro-correlation()-X,Y" -0.169335663346868 0.382195177870201
"159" "tBodyGyro-correlation()-X,Z" 0.0143461720708445 0.386478106522487
"160" "tBodyGyro-correlation()-Y,Z" -0.105693035967995 0.417606009920807
"161" "tBodyGyroJerk-mean()-X" -0.0967092754729682 0.128134958190288
"162" "tBodyGyroJerk-mean()-Y" -0.0423181079782632 0.114409175563585
"163" "tBodyGyroJerk-mean()-Z" -0.0548303497968374 0.12889560784934
"164" "tBodyGyroJerk-std()-X" -0.731348533131935 0.303815898902629
"165" "tBodyGyroJerk-std()-Y" -0.786062320321895 0.272715680791952
"166" "tBodyGyroJerk-std()-Z" -0.739932395222129 0.301994176894438
"167" "tBodyGyroJerk-mad()-X" -0.730002664153494 0.306559795984482
"168" "tBodyGyroJerk-mad()-Y" -0.796578518731355 0.257725623482464
"169" "tBodyGyroJerk-mad()-Z" -0.746637006996126 0.292927335711068
"170" "tBodyGyroJerk-max()-X" -0.747265427689844 0.290949057241249
"171" "tBodyGyroJerk-max()-Y" -0.809908325963061 0.253273961093559
"172" "tBodyGyroJerk-max()-Z" -0.742689151304914 0.305855850284076
"173" "tBodyGyroJerk-min()-X" 0.760591617745632 0.279510466890763
"174" "tBodyGyroJerk-min()-Y" 0.83027549261874 0.227971626142811
"175" "tBodyGyroJerk-min()-Z" 0.799424779207836 0.247887032678517
"176" "tBodyGyroJerk-sma()" -0.766813796605217 0.269257703478079
"177" "tBodyGyroJerk-energy()-X" -0.916934348894223 0.133008556965581
"178" "tBodyGyroJerk-energy()-Y" -0.939545115888378 0.132139714520881
"179" "tBodyGyroJerk-energy()-Z" -0.919501877565938 0.134139856450553
"180" "tBodyGyroJerk-iqr()-X" -0.737540121153577 0.30189996012633
"181" "tBodyGyroJerk-iqr()-Y" -0.808763717176308 0.242247314207369
"182" "tBodyGyroJerk-iqr()-Z" -0.766349715087751 0.271443866207107
"183" "tBodyGyroJerk-entropy()-X" -0.015190658579531 0.564853287457401
"184" "tBodyGyroJerk-entropy()-Y" 0.0186689432880076 0.544319919128172
"185" "tBodyGyroJerk-entropy()-Z" -0.0151123062176901 0.58073637326237
"186" "tBodyGyroJerk-arCoeff()-X,1" -0.072476393634415 0.250222388359969
"187" "tBodyGyroJerk-arCoeff()-X,2" 0.0409185929438137 0.185707231792612
"188" "tBodyGyroJerk-arCoeff()-X,3" 0.159666872922338 0.211541497585018
"189" "tBodyGyroJerk-arCoeff()-X,4" 0.164731000845581 0.211124363592228
"190" "tBodyGyroJerk-arCoeff()-Y,1" -0.162364494080083 0.21435487419394
"191" "tBodyGyroJerk-arCoeff()-Y,2" 0.200174940317975 0.16705097916226
"192" "tBodyGyroJerk-arCoeff()-Y,3" 0.0835283576270254 0.19710565014392
"193" "tBodyGyroJerk-arCoeff()-Y,4" 0.0802492405843008 0.245042597818742
"194" "tBodyGyroJerk-arCoeff()-Z,1" -0.0286536933575332 0.3432261736239
"195" "tBodyGyroJerk-arCoeff()-Z,2" 0.052383068816264 0.232346183628015
"196" "tBodyGyroJerk-arCoeff()-Z,3" 0.0888026271256925 0.246395517886876
"197" "tBodyGyroJerk-arCoeff()-Z,4" 0.0335305237509215 0.247741633044611
"198" "tBodyGyroJerk-correlation()-X,Y" 0.036939291384175 0.276621839963699
"199" "tBodyGyroJerk-correlation()-X,Z" 0.0492723572603522 0.266925451540913
"200" "tBodyGyroJerk-correlation()-Y,Z" -0.113625269936235 0.259522039359
"201" "tBodyAccMag-mean()" -0.54822165976717 0.467093741712107
"202" "tBodyAccMag-std()" -0.591225327146546 0.429431345143224
"203" "tBodyAccMag-mad()" -0.642655227166232 0.374670154679935
"204" "tBodyAccMag-max()" -0.558632605228031 0.461239470509056
"205" "tBodyAccMag-min()" -0.837828098220041 0.190264485082627
"206" "tBodyAccMag-sma()" -0.54822165976717 0.467093741712107
"207" "tBodyAccMag-energy()" -0.777465766425847 0.280319315848312
"208" "tBodyAccMag-iqr()" -0.702589578546208 0.314228061627684
"209" "tBodyAccMag-entropy()" 0.132813314452206 0.669369329035053
"210" "tBodyAccMag-arCoeff()1" -0.0695394969837687 0.290437140089988
"211" "tBodyAccMag-arCoeff()2" 0.0240420207662277 0.234723767961185
"212" "tBodyAccMag-arCoeff()3" 0.05858262032553 0.253225342133015
"213" "tBodyAccMag-arCoeff()4" -0.0578901254381161 0.263116394394965
"214" "tGravityAccMag-mean()" -0.54822165976717 0.467093741712107
"215" "tGravityAccMag-std()" -0.591225327146546 0.429431345143224
"216" "tGravityAccMag-mad()" -0.642655227166232 0.374670154679935
"217" "tGravityAccMag-max()" -0.558632605228031 0.461239470509056
"218" "tGravityAccMag-min()" -0.837828098220041 0.190264485082627
"219" "tGravityAccMag-sma()" -0.54822165976717 0.467093741712107
"220" "tGravityAccMag-energy()" -0.777465766425847 0.280319315848312
"221" "tGravityAccMag-iqr()" -0.702589578546208 0.314228061627684
"222" "tGravityAccMag-entropy()" 0.132813314452206 0.669369329035053
"223" "tGravityAccMag-arCoeff()1" -0.0695394969837687 0.290437140089988
"224" "tGravityAccMag-arCoeff()2" 0.0240420207662277 0.234723767961185
"225" "tGravityAccMag-arCoeff()3" 0.05858262032553 0.253225342133015
"226" "tGravityAccMag-arCoeff()4" -0.0578901254381161 0.263116394394965
"227" "tBodyAccJerkMag-mean()" -0.649417950650692 0.389494205866934
"228" "tBodyAccJerkMag-std()" -0.627762945785391 0.41722133114306
"229" "tBodyAccJerkMag-mad()" -0.646943532929861 0.397542367567997
"230" "tBodyAccJerkMag-max()" -0.638701760021827 0.403500090985516
"231" "tBodyAccJerkMag-min()" -0.787591449073425 0.255703265065146
"232" "tBodyAccJerkMag-sma()" -0.649417950650692 0.389494205866934
"233" "tBodyAccJerkMag-energy()" -0.851143395900557 0.205787700477637
"234" "tBodyAccJerkMag-iqr()" -0.69921697627519 0.34308333832944
"235" "tBodyAccJerkMag-entropy()" -0.0616317492433916 0.7239171315296
"236" "tBodyAccJerkMag-arCoeff()1" 0.0787587421124073 0.243614836418721
"237" "tBodyAccJerkMag-arCoeff()2" -0.0290364285833284 0.244578662918016
"238" "tBodyAccJerkMag-arCoeff()3" -0.0911724607428804 0.240887779922534
"239" "tBodyAccJerkMag-arCoeff()4" -0.0416730463538826 0.259900232474336
"240" "tBodyGyroMag-mean()" -0.60524856977632 0.399709556285823
"241" "tBodyGyroMag-std()" -0.662533062898382 0.349224601712275
"242" "tBodyGyroMag-mad()" -0.630193402078694 0.381097604567272
"243" "tBodyGyroMag-max()" -0.695172383775572 0.318988506908617
"244" "tBodyGyroMag-min()" -0.730011545895564 0.312645474311408
"245" "tBodyGyroMag-sma()" -0.60524856977632 0.399709556285823
"246" "tBodyGyroMag-energy()" -0.834836825445684 0.220879983833568
"247" "tBodyGyroMag-iqr()" -0.653655028888805 0.359986445987273
"248" "tBodyGyroMag-entropy()" 0.235401959044138 0.481818402119967
"249" "tBodyGyroMag-arCoeff()1" -0.0244571230785569 0.297265770100673
"250" "tBodyGyroMag-arCoeff()2" -0.0692356651424385 0.26685852475057
"251" "tBodyGyroMag-arCoeff()3" 0.107610540547602 0.251525373304158
"252" "tBodyGyroMag-arCoeff()4" -0.0544489729651971 0.250833164614575
"253" "tBodyGyroJerkMag-mean()" -0.762137610987416 0.276514503019
"254" "tBodyGyroJerkMag-std()" -0.77799317279698 0.271590190956826
"255" "tBodyGyroJerkMag-mad()" -0.792588947506114 0.250703428717846
"256" "tBodyGyroJerkMag-max()" -0.784624704719959 0.26789628467638
"257" "tBodyGyroJerkMag-min()" -0.802863364860258 0.247797541995129
"258" "tBodyGyroJerkMag-sma()" -0.762137610987416 0.276514503019
"259" "tBodyGyroJerkMag-energy()" -0.931909308973114 0.121024928301067
"260" "tBodyGyroJerkMag-iqr()" -0.806533411928684 0.23134834742446
"261" "tBodyGyroJerkMag-entropy()" 0.130669261885486 0.69243555001149
"262" "tBodyGyroJerkMag-arCoeff()1" 0.286483344408255 0.239628689635589
"263" "tBodyGyroJerkMag-arCoeff()2" -0.226942639689219 0.209169775053572
"264" "tBodyGyroJerkMag-arCoeff()3" -0.0574848482542525 0.2286080031675
"265" "tBodyGyroJerkMag-arCoeff()4" -0.106689656521658 0.250721420188767
"266" "fBodyAcc-mean()-X" -0.622761658493734 0.420794621128506
"267" "fBodyAcc-mean()-Y" -0.53749328145871 0.481681850416162
"268" "fBodyAcc-mean()-Z" -0.665033506271952 0.358853083334195
"269" "fBodyAcc-std()-X" -0.603356276555826 0.446792819087921
"270" "fBodyAcc-std()-Y" -0.528420009576204 0.479924986365809
"271" "fBodyAcc-std()-Z" -0.617874813333395 0.398973184544622
"272" "fBodyAcc-mad()-X" -0.590772247453255 0.457337669712656
"273" "fBodyAcc-mad()-Y" -0.522201179756627 0.496560951901915
"274" "fBodyAcc-mad()-Z" -0.632332520921891 0.389521715735304
"275" "fBodyAcc-max()-X" -0.65154376602265 0.405419287323588
"276" "fBodyAcc-max()-Y" -0.65808060619233 0.353696003322966
"277" "fBodyAcc-max()-Z" -0.6356763001165 0.389762184679926
"278" "fBodyAcc-min()-X" -0.855993019418745 0.227079686856958
"279" "fBodyAcc-min()-Y" -0.880225566673813 0.179749718000523
"280" "fBodyAcc-min()-Z" -0.913777010275483 0.129492746443668
"281" "fBodyAcc-sma()" -0.555229161044815 0.471733762538129
"282" "fBodyAcc-energy()-X" -0.825931263823377 0.246980411760048
"283" "fBodyAcc-energy()-Y" -0.752468625264045 0.313578753739048
"284" "fBodyAcc-energy()-Z" -0.839857719209846 0.226483946924008
"285" "fBodyAcc-iqr()-X" -0.652568872132058 0.399048161548694
"286" "fBodyAcc-iqr()-Y" -0.649906038978557 0.391039311909653
"287" "fBodyAcc-iqr()-Z" -0.746767586701156 0.290376691529323
"288" "fBodyAcc-entropy()-X" -0.200288915579336 0.722956285792099
"289" "fBodyAcc-entropy()-Y" -0.183854707645966 0.666176279253215
"290" "fBodyAcc-entropy()-Z" -0.204846236250567 0.611046615844168
"291" "fBodyAcc-maxInds-X" -0.759939109518303 0.265433351778418
"292" "fBodyAcc-maxInds-Y" -0.797313654388096 0.242632780780214
"293" "fBodyAcc-maxInds-Z" -0.843845928996699 0.239720774286384
"294" "fBodyAcc-meanFreq()-X" -0.2214691368263 0.26458578361303
"295" "fBodyAcc-meanFreq()-Y" 0.015400588735675 0.240846041776942
"296" "fBodyAcc-meanFreq()-Z" 0.0473098698476722 0.283784833517026
"297" "fBodyAcc-skewness()-X" -0.135853217991138 0.400580462118842
"298" "fBodyAcc-kurtosis()-X" -0.465003677724666 0.440957159611545
"299" "fBodyAcc-skewness()-Y" -0.268046531941767 0.356135668734044
"300" "fBodyAcc-kurtosis()-Y" -0.582227005482365 0.385358607024831
"301" "fBodyAcc-skewness()-Z" -0.241171035011655 0.401418653141027
"302" "fBodyAcc-kurtosis()-Z" -0.47953961978932 0.411509518646186
"303" "fBodyAcc-bandsEnergy()-1,8" -0.818036094654419 0.268049244635717
"304" "fBodyAcc-bandsEnergy()-9,16" -0.887510890695611 0.175574546490452
"305" "fBodyAcc-bandsEnergy()-17,24" -0.858270655333126 0.22595659316272
"306" "fBodyAcc-bandsEnergy()-25,32" -0.894101771797625 0.182374943556856
"307" "fBodyAcc-bandsEnergy()-33,40" -0.914978953766618 0.141754856477116
"308" "fBodyAcc-bandsEnergy()-41,48" -0.912811112066307 0.149452424812787
"309" "fBodyAcc-bandsEnergy()-49,56" -0.946035198276046 0.102352025955512
"310" "fBodyAcc-bandsEnergy()-57,64" -0.955802655168521 0.117410503838339
"311" "fBodyAcc-bandsEnergy()-1,16" -0.821594785604625 0.256918197777235
"312" "fBodyAcc-bandsEnergy()-17,32" -0.846779479853457 0.239033840793416
"313" "fBodyAcc-bandsEnergy()-33,48" -0.914180750442373 0.139667995517364
"314" "fBodyAcc-bandsEnergy()-49,64" -0.949309009464414 0.103752222057419
"315" "fBodyAcc-bandsEnergy()-1,24" -0.824203169833818 0.249922838370191
"316" "fBodyAcc-bandsEnergy()-25,48" -0.883133272385076 0.18954740456241
"317" "fBodyAcc-bandsEnergy()-1,8" -0.787763224118613 0.274178685867271
"318" "fBodyAcc-bandsEnergy()-9,16" -0.847368636830407 0.238813413300957
"319" "fBodyAcc-bandsEnergy()-17,24" -0.860289572407185 0.219065930015435
"320" "fBodyAcc-bandsEnergy()-25,32" -0.902754373244198 0.164341036307951
"321" "fBodyAcc-bandsEnergy()-33,40" -0.897368801716749 0.172672984033912
"322" "fBodyAcc-bandsEnergy()-41,48" -0.882704595718613 0.188237923526611
"323" "fBodyAcc-bandsEnergy()-49,56" -0.902469620378678 0.169896071522117
"324" "fBodyAcc-bandsEnergy()-57,64" -0.951462674819691 0.13103197497212
"325" "fBodyAcc-bandsEnergy()-1,16" -0.758868807775291 0.308334004678804
"326" "fBodyAcc-bandsEnergy()-17,32" -0.8368979149308 0.250317585417165
"327" "fBodyAcc-bandsEnergy()-33,48" -0.880006008141197 0.190630748271994
"328" "fBodyAcc-bandsEnergy()-49,64" -0.919977986946534 0.151736876386971
"329" "fBodyAcc-bandsEnergy()-1,24" -0.7549929507442 0.310965222381449
"330" "fBodyAcc-bandsEnergy()-25,48" -0.890747004278279 0.173615836096987
"331" "fBodyAcc-bandsEnergy()-1,8" -0.857233732741213 0.215748031314188
"332" "fBodyAcc-bandsEnergy()-9,16" -0.899391173398029 0.174639068481919
"333" "fBodyAcc-bandsEnergy()-17,24" -0.925811181549034 0.14404687855254
"334" "fBodyAcc-bandsEnergy()-25,32" -0.961894261804253 0.0803364672488173
"335" "fBodyAcc-bandsEnergy()-33,40" -0.963850562103214 0.076903193326432
"336" "fBodyAcc-bandsEnergy()-41,48" -0.937673872739654 0.117720784383582
"337" "fBodyAcc-bandsEnergy()-49,56" -0.941636653396543 0.110637406236543
"338" "fBodyAcc-bandsEnergy()-57,64" -0.957863701978755 0.115216812662224
"339" "fBodyAcc-bandsEnergy()-1,16" -0.853460606155306 0.21224469908759
"340" "fBodyAcc-bandsEnergy()-17,32" -0.938914853717011 0.115957814265742
"341" "fBodyAcc-bandsEnergy()-33,48" -0.954521835989416 0.0896102432927307
"342" "fBodyAcc-bandsEnergy()-49,64" -0.946014525351976 0.106678350264701
"343" "fBodyAcc-bandsEnergy()-1,24" -0.843297377965599 0.222605242699118
"344" "fBodyAcc-bandsEnergy()-25,48" -0.959808394165162 0.0804755822139265
"345" "fBodyAccJerk-mean()-X" -0.656713524546605 0.389994623739824
"346" "fBodyAccJerk-mean()-Y" -0.628961179980356 0.407300107685122
"347" "fBodyAccJerk-mean()-Z" -0.743608246170053 0.297708213609458
"348" "fBodyAccJerk-std()-X" -0.654979816705833 0.393291807713421
"349" "fBodyAccJerk-std()-Y" -0.612243590244114 0.433524948432751
"350" "fBodyAccJerk-std()-Z" -0.780928428167213 0.259543592492186
"351" "fBodyAccJerk-mad()-X" -0.594990831765785 0.459876681184327
"352" "fBodyAccJerk-mad()-Y" -0.624021157206917 0.417987786054582
"353" "fBodyAccJerk-mad()-Z" -0.764487260336202 0.276595859686707
"354" "fBodyAccJerk-max()-X" -0.711609033648731 0.33839151424544
"355" "fBodyAccJerk-max()-Y" -0.682104723953501 0.364272710188163
"356" "fBodyAccJerk-max()-Z" -0.801159275192704 0.24323758161474
"357" "fBodyAccJerk-min()-X" -0.882722042078124 0.186986004991425
"358" "fBodyAccJerk-min()-Y" -0.860233763381636 0.213510827826676
"359" "fBodyAccJerk-min()-Z" -0.884441536616856 0.178537995797941
"360" "fBodyAccJerk-sma()" -0.620250098992747 0.421120867227454
"361" "fBodyAccJerk-energy()-X" -0.850154122443228 0.215064757588632
"362" "fBodyAccJerk-energy()-Y" -0.827338557560067 0.242949051905427
"363" "fBodyAccJerk-energy()-Z" -0.930738116017043 0.117907135682107
"364" "fBodyAccJerk-iqr()-X" -0.634120706978587 0.422059257571598
